min,max,mean,variance,std
67,85,75.5504,17.67785984,4.204504708048262
61,82,77.6224,10.868618239999998,3.296758747618636
72,87,81.2512,6.01529856,2.4526105601990706
77,93,86.4688,14.450626559999998,3.801397974429933
82,92,87.0608,2.95310336,1.7184595892833792
83,99,90.9344,10.52209664,3.2437781428451604
86,99,93.1456,7.721200639999998,2.7787048493857704
87,105,94.8256,10.66558464,3.2658206686834474
97,111,104.0736,10.68578304,3.2689115986823505
101,125,111.304,37.25798400000001,6.103931847588078
105,138,116.8832,46.52555776,6.8209645769495095
115,140,126.4592,32.705935360000005,5.718910329774371
115,143,132.8176,33.48033024000001,5.786218993436043
121,146,134.8576,35.44372224,5.953463045992643
110,140,121.448,55.511295999999994,7.450590312183324
108,125,116.1472,17.210332159999997,4.148533736153052
73,122,106.8144,127.27755263999998,11.281735355874998
78,107,91.1008,33.51143936,5.788906577238917
91,116,99.9264,16.551383039999997,4.068339100910837
89,99,94.1648,5.427240960000001,2.3296439556292716
82,95,90.3904,8.193187839999998,2.8623745107864553
82,94,90.5296,7.04592384,2.6544159131530236
58,94,75.8064,103.44251904,10.170669547281536
63,86,77.2784,25.375293440000004,5.0373895461836184
77,86,81.0048,5.04157696,2.2453456215024
24,85,79.2064,16.467799040000003,4.058053602405962
70,84,77.7152,4.978088959999999,2.231163140606262
76,82,79.2544,2.1480806400000003,1.4656331873971742
76,88,83.6704,6.659363839999999,2.5805743236729297
77,95,86.2128,15.54351616,3.9425266213432217
81,98,89.8336,12.36591104,3.516519734055249
84,100,92.7712,12.186050559999998,3.490852411661083
81,99,90.4096,15.55062784,3.9434284372865194
78,102,90.3344,41.044976639999994,6.406635360311994
93,114,101.8752,30.23082496,5.498256538212818
110,123,117.2,7.9904,2.8267295590487604
114,138,121.88,17.9456,4.236224734359593
120,142,130.0144,28.69579264,5.356845400046561
120,144,132.3712,36.40621056,6.033755924795102
120,141,130.424,24.964223999999994,4.996421119161194
116,141,126.264,34.587903999999995,5.881148187216506
104,129,117.936,39.563904,6.289984419694536
99,117,106.032,10.962176000000001,3.3109176975575823
77,110,93.568,60.818176,7.7986009001615155
92,122,109.8128,62.78255616,7.9235444190084525
92,109,99.0768,15.57490176,3.9465050056980795
89,106,95.352,15.869696000000003,3.9836787019035564
78,94,88.5728,11.27510016,3.357841592451913
71,95,84.536,35.151104,5.928836648112343
72,95,85.5088,26.52832256,5.150565266065463
78,90,83.3792,6.77940736,2.6037295097609507
72,88,78.088,7.328256000000001,2.70707517442719
68,83,73.5184,8.90246144,2.9836992877969455
72,84,78.8464,4.96200704,2.2275562933403052
72,86,80.8368,7.941365760000001,2.818042895344214
73,97,88.4208,23.974927360000002,4.896419851279096
81,98,89.7968,11.006709759999998,3.317636170528649
80,102,91.224,24.980224,4.998022008755063
80,108,96.6976,63.75655423999999,7.984770143216396
80,112,100.7728,47.67318016,6.90457675458822
103,119,109.1152,10.42192896,3.228301249883598
112,132,120.4288,21.969730560000002,4.687187916011049
111,133,124.384,41.938944,6.476028412538042
115,135,126.2384,20.69356544,4.5490180742661375
121,150,135.7648,67.64228096,8.224492747884211
92,142,130.3376,91.15802624000001,9.5476712469586
71,145,110.4448,387.52375296,19.68562300157148
67,125,96.2208,299.55764736000003,17.307733744196554
78,112,101.3088,40.74144256,6.382902361778692
85,113,102.3856,47.66731264,6.904151840740468
78,116,96.6096,99.93078784000002,9.996538793002307
90,109,99.2352,13.747880959999998,3.7078135012430167
88,103,96.72,12.2272,3.4967413401622944
74,105,90.3056,43.24900864,6.576397846845946
73,95,88.1648,14.899240960000002,3.8599534919477985
87,97,91.6208,5.131407360000001,2.265260991585738
80,92,85.64,7.7952,2.7919885386584236
75,90,84.056,14.017664000000002,3.7440170939780715
72,85,80.1248,12.49642496,3.535028282772289
13,87,73.1904,171.01174784,13.077146012796524
64,88,75.6816,44.50182144000001,6.670968553366146
75,87,80.528,6.540415999999999,2.557423703651782
80,92,87.1456,9.945200639999998,3.1536012176557766
81,100,90.8944,28.302448639999998,5.320004571426607
84,100,93.4752,12.524584959999999,3.5390090364394378
93,112,100.6448,17.59543296,4.194691044642025
103,113,107.4368,5.11320576,2.2612398722824607
104,116,108.7184,6.68230144,2.5850147852575236
108,125,116.6304,12.36419584,3.5162758481097582
103,122,115.2688,19.77414656,4.44681307904886
113,127,120.9536,6.33224704,2.516395644567841
113,138,123.8608,51.284623360000005,7.16132832371202
75,134,112.2528,242.28809216,15.565606064654212
76,132,100.2304,73.43491584,8.569417473784318
85,128,103.8416,100.47250944000001,10.023597629593878
71,107,94.1072,72.15010816,8.494121976990913
69,100,84.8688,46.625986559999994,6.828322382547561
72,103,87.344,45.668864,6.757874221972469
69,106,87.9744,60.62974464,7.786510427656281
95,115,104.0672,15.848284159999999,3.9809903491468046
96,111,101.8928,6.150108159999999,2.479941160592323
74,111,92.7872,51.35471616,7.166220493398177
72,97,87.3024,14.028554239999998,3.7454711639525406
84,95,88.192,3.9599359999999995,1.989958793543223
81,95,88.5056,9.01156864,3.001927487465345
84,93,87.5856,5.29867264,2.3018845844220777
75,87,81.912,8.297856,2.880599937513017
13,81,68.8304,139.36643583999998,11.805356235201035
66,84,73.4352,12.83460096,3.5825411316550158
67,86,75.936,19.135104000000005,4.374368983064873
82,100,92.6944,15.889008639999997,3.986101935475308
89,105,95.5424,8.67380224,2.9451319562966956
94,108,98.9248,8.779944959999998,2.96309719044111
99,115,107.1808,9.911311360000001,3.1482235244658217
107,125,113.0192,12.658831359999999,3.557925148172738
107,126,116.9408,15.898895360000001,3.987341891536265
106,122,114.3904,16.410787839999998,4.05102306090696
93,122,110.8384,36.193085440000004,6.016068935775254
91,119,104.8944,57.71684864,7.597160564316118
88,134,106.6352,90.67012095999999,9.522085956343808
99,140,120.1904,162.31094783999998,12.740131390217291
95,143,127.2432,104.05285375999999,10.2006300668145
99,137,127.5872,49.53519616,7.038124477444257
96,128,113.848,38.855296,6.233401639554442
90,115,104.6048,32.77021696,5.724527662611126
72,108,87.7824,61.610250239999985,7.849219721730306
59,94,70.4448,48.30775296,6.950377900517353
64,116,97.9456,206.67544064,14.376210927779267
97,117,109.6368,13.060085760000002,3.6138740653210375
78,114,94.6096,100.74038784000001,10.036951122726464
82,105,93.8416,15.883709439999997,3.9854371704996177
85,95,89.9296,3.95984384,1.9899356371501065
83,98,89.0528,8.325212159999998,2.8853443745937843
76,95,86.1824,12.584330239999998,3.5474399557991108
71,86,78.7664,8.547031039999998,2.9235305779143133
12,74,63.9552,136.27639295999998,11.673748025377282
51,81,69.3824,37.60577024,6.132354379844661
71,86,78.3664,10.48175104,3.2375532489829415
81,94,88.3568,6.46309376,2.542261544373434
89,100,95.2912,3.774402560000001,1.9427821699820083
95,108,98.9488,6.90617856,2.627960912951332
100,119,110.5328,14.140124160000001,3.7603356445934453
114,131,118.7568,10.62245376,3.259210603811911
109,132,118.0528,25.12841216,5.012824768531212
98,129,113.5808,24.816271360000002,4.981593255174493
85,120,100.2736,79.87554304,8.93731184641109
92,132,109.6464,64.69896704,8.043566810812228
90,137,115.4592,122.65473536,11.074959835593084
110,146,127.736,106.555904,10.322591922574485
110,154,135.9456,127.13624063999997,11.275470750261382
122,151,135.1984,51.21183744,7.1562446464608795
115,137,129.48,10.7968,3.285848444466056
109,136,123.7328,55.70300416000001,7.463444523810706
86,123,106.9472,68.92361215999999,8.302024581992033
63,101,84.3488,82.64313856,9.0908271658854
64,116,83.9552,249.24919296,15.787627844613008
94,119,110.784,12.860544,3.5861600633546744
83,116,107.2688,49.70374656,7.050088407956315
92,112,101.9808,25.314831360000003,5.031384636459431
81,108,93.5008,30.777999360000006,5.547792296039931
82,99,89.7136,11.55797504,3.399702198722706
80,94,85.6688,8.10950656,2.8477195367521713
76,90,83.0944,7.8902886400000005,2.8089657598482756
9,63,42.4448,68.47735295999999,8.275104407800544
34,77,48.5296,117.63792384000001,10.846101780824299
64,91,76.6912,57.89664256000001,7.608984331696314
83,97,90.4256,5.793264639999999,2.406920156548613
89,107,96.3696,14.48259584,3.805600588606219
96,120,108.6144,40.652912640000004,6.375963663635482
102,120,112.8624,15.283466240000001,3.909407402663478
112,124,116.7568,4.484853760000001,2.1177473314822053
96,119,114.1328,15.61596416,3.951703956523059
91,118,104.6144,31.36651264,5.600581455527631
84,124,101.3424,146.39156224,12.099238085102716
93,139,114.8368,92.79896576,9.633221982286093
91,142,120.632,261.78457599999996,16.17975821821822
118,153,142.9904,28.82550784,5.368939172685792
143,156,149.7488,11.656898559999998,3.4142200514905303
132,157,144.3648,34.119720959999995,5.841208861186184
129,141,135.5584,9.74418944,3.121568426288298
123,138,131.6176,9.29857024,3.0493557089982137
103,136,119.1472,57.49513215999999,7.5825544613936
81,121,101.2928,90.20066816,9.497403232463071
64,103,79.1552,94.79671296,9.736360354875943
86,127,113.9504,66.61033984000001,8.161515780784843
109,125,115.7344,9.47825664,3.078677742148405
92,118,105.8096,31.65814784,5.626557370186498
91,113,99.6096,29.364387840000006,5.4188917538552115
85,101,92.6592,11.277455360000001,3.3581922756149627
83,97,88.9632,9.46904576,3.0771814636124404
81,92,85.8992,7.97223936,2.8235154258477144
9,52,43.3872,58.65007615999998,7.6583337717809075
42,72,54.9952,93.85117696,9.68768171236029
69,89,78.3376,15.878026239999997,3.984724110901531
79,103,92.1328,19.935964160000005,4.464970790497963
95,112,103.9552,12.22199296,3.495996704803939
104,120,111.4352,16.71300096,4.088153734878374
110,124,115.7312,7.33574656,2.7084583363972943
101,131,120.672,18.598016,4.312541709943221
90,129,106.184,111.295744,10.54967980556756
94,126,110.7456,72.97688064,8.542650679970475
104,134,119.3744,24.94462464,4.994459394168702
98,145,126.5216,233.88473344,15.293290471314537
120,151,135.1328,48.01596416,6.92935524850617
133,161,151.2592,32.668815359999996,5.715664034913178
151,171,157.3616,17.910845440000006,4.232120678808676
143,171,154.3696,27.40099584,5.2345960531830915
130,155,142.9488,35.84057856,5.986700139475836
121,147,135.552,33.924096,5.824439543853125
120,140,129.9888,24.66387456,4.966273709734493
103,131,117.3232,44.423541760000006,6.665098780963415
70,112,94.0272,141.61046016000003,11.900019334438076
78,134,114.464,217.781504,14.757421997083366
116,152,126.544,86.260864,9.287672690184554
98,147,113.7984,128.55775744,11.338331334019129
94,112,104.1696,15.51043584,3.9383290670029085
85,107,96.9232,23.24210176,4.82100630159306
83,98,91.7024,7.63303424,2.762794643110486
82,93,87.0448,7.677992959999999,2.7709191543601555
9,51,45.0176,57.96929024,7.613756644390468
44,68,55.9088,48.47328256,6.962275673944547
65,83,74.2688,26.22534656,5.12106888842554
78,100,86.5712,23.48973056,4.8466205298125
89,113,102.2304,41.66531584,6.454867608247283
99,115,108.9456,9.417840640000001,3.0688500517294752
94,126,115.2864,43.49397504,6.594996212280944
85,126,107.6112,108.10963455999999,10.397578302662597
94,127,116.2944,30.04772864,5.481580852272454
115,139,121.2928,18.65186816,4.318780865012718
115,148,132.024,71.079424,8.430861403201929
123,148,138.7424,21.330442239999996,4.61848917287894
136,157,146.9488,35.24857855999999,5.9370513354694845
152,166,158.9184,13.39014144,3.659254219099843
154,175,164.6256,16.69502464,4.085954556771282
150,171,157.528,18.191616000000003,4.265163068394924
141,156,149.4224,7.424778239999999,2.724844626763148
133,149,140.248,12.525696,3.539166003453356
129,141,136.9712,4.73197056,2.175309302145329
112,137,123.7184,33.17830144,5.7600608885670646
92,126,107.2992,76.80807936,8.764021871264356
92,136,116.6896,185.39805184,13.616095322815568
115,133,123.1408,23.01377536,4.797267488894068
106,141,121.384,90.69094399999999,9.523179301052773
99,121,107.5648,16.556200959999998,4.068931181526667
94,110,102.5536,10.25032704,3.2016131933761143
88,103,95.7344,10.300656639999998,3.209463606274419
82,95,87.7584,7.43122944,2.7260281436551606
9,55,47.9184,72.27334144,8.50137291500614
48,68,55.1104,16.936611839999998,4.115411503118491
54,79,64.1648,24.144040959999995,4.913658612480114
59,91,73.4752,43.28618495999999,6.579223735365746
67,106,82.1312,90.16518656,9.495535085502027
76,105,87.976,54.785024,7.401690617689988
86,110,96.064,18.584704000000002,4.310998028299248
95,123,107.0352,44.76356096,6.6905575970915905
111,130,120.8704,10.00400384,3.162910659503363
109,144,127.216,83.09734399999999,9.115774459693482
114,149,131.2832,90.99979775999999,9.539381413907298
123,148,138.8224,25.493258240000003,5.049084891344173
134,163,148.3392,65.00494336000001,8.06256431664269
154,169,161.2096,13.08726784,3.617632905644242
160,171,166.056,7.0224639999999985,2.6499932075384645
152,169,161.3392,9.462543360000002,3.076124730891126
143,164,152.0976,19.69767424,4.438206196201344
139,151,144.896,7.363584000000001,2.7135924528196935
136,143,138.552,1.914496,1.3836531357244126
119,139,130.6208,19.14100736,4.375043698067484
98,131,117.4736,57.916503039999995,7.610289287536972
94,139,118.6176,204.28417024,14.292801343333643
119,138,129.312,12.902656,3.5920267259584806
110,136,123.4304,34.85955584,5.904198153856288
101,129,114.0272,28.29846016,5.319629701398397
94,116,104.1648,31.878440960000002,5.646099623634001
84,106,95.8304,22.52163584,4.745696560042583
81,95,87.2736,5.12354304,2.2635244730287325
9,56,46.6592,78.90305536,8.88273918113101
51,63,55.3232,4.90354176,2.214394219645635
57,65,59.8272,2.40854016,1.5519472155972316
60,73,65.9552,8.100392959999999,2.8461189293492284
62,85,71.0128,25.16463616,5.016436599818641
67,90,77.5552,35.37655296,5.94781917680758
73,97,88.384,41.41414399999999,6.435382195332301
86,123,102.4784,63.90713344,7.994193732953937
94,126,111.9616,30.497725440000004,5.522474575767642
111,138,124.6784,31.920573440000002,5.6498295053921765
123,147,136.0656,19.21649664,4.383662468758287
125,147,137.8352,14.384040959999998,3.7926298211135765
134,162,144.9712,47.75277056,6.910337948320618
152,170,160.984,17.234944,4.151499006383116
154,169,163.1008,10.173839359999999,3.189645648030514
149,169,158.216,24.758144,4.975755621008733
144,158,148.8128,9.59855616,3.0981536695264165
141,155,146.1312,9.064386560000003,3.0107119689535238
136,155,142.3088,14.309442559999999,3.7827823833786685
120,144,135.5632,20.15320576,4.4892322016131
103,132,118.44,35.2512,5.937272100889431
87,136,106.9136,185.79093504,13.630514848676846
114,137,128.5984,34.445117440000004,5.868996288974802
113,131,119.4,8.48,2.9120439557122073
106,129,113.0832,18.02507776,4.2455951008074235
94,114,101.9552,17.63959296,4.199951542577605
88,107,94.9344,8.47089664,2.910480482669485
76,94,87.1408,13.74657536,3.707637436427677
8,53,41.7248,74.66346496000001,8.640802333116989
49,64,54.9248,15.855144959999999,3.9818519510398676
58,69,62.1168,4.97995776,2.2315818963237715
63,73,69.6928,2.5232281600000004,1.5884672360486383
66,82,74.5136,16.918615040000006,4.113224409146674
66,88,79.4816,19.942461440000002,4.465698314933511
72,88,79.9648,5.01636096,2.2397234114952678
71,96,82.6736,21.10306304,4.593807031210606
78,112,90.3968,34.949749759999996,5.911831337242293
79,132,97.8688,121.88038655999999,11.039945043341474
90,139,111.0576,181.77268224000002,13.482309974184691
102,142,123.1216,97.95961344,9.897454897093494
114,152,140.6352,29.31012096,5.413882244748217
141,158,150.6144,9.42731264,3.070392912967329
147,165,154.6736,15.43266304,3.928442826362629
139,160,146.5664,19.109591039999998,4.371451822907351
137,153,143.4592,11.694735360000001,3.4197566229192393
129,147,139.6352,17.290920959999998,4.1582353180165255
130,145,138.2048,6.14365696,2.4786401433043888
122,140,133.2592,11.244815359999999,3.353328996683743
103,132,119.1872,34.078556160000005,5.837684143562411
88,134,104.7216,109.74329344000002,10.475843328343547
111,136,123.5184,37.13926144,6.094198999048193
110,123,116.7216,7.81369344,2.7952984527595617
98,120,109.48,20.2048,4.494974972121646
89,112,98.5264,31.100503040000003,5.5767824988966535
86,98,92.3952,5.37821696,2.319098307532477
79,91,86.288,5.5874559999999995,2.3637800236062576
8,49,38.0896,40.74077184,6.382849821200558
38,60,47.4528,32.708572159999996,5.719140858555592
48,66,57.4224,20.797578240000004,4.560436189664318
58,74,65.7808,8.73435136,2.955393604919656
64,82,74.4256,11.63646464,3.4112262663153845
66,97,79.9344,41.901296640000005,6.473121089551778
74,96,85.1984,28.091837439999995,5.300173340561608
80,100,91.936,16.431104,4.053529819799036
86,104,93.7936,10.624599040000001,3.2595396975646733
94,106,100.7152,7.18928896,2.681284945693016
100,114,108.3008,6.28391936,2.5067746927077432
102,122,112.5408,7.23393536,2.689597620462957
113,140,121.0864,15.77813504,3.9721700668526267
114,159,138.632,208.07897599999998,14.424942842174453
119,158,150.696,30.765184,5.546637179408799
133,156,146.8448,20.412712959999997,4.518043045390337
131,152,140.2128,21.252316160000003,4.610023444625852
129,150,141.8144,13.74475264,3.707391622151617
127,149,139.6064,13.39067904,3.6593276759536035
120,140,128.504,23.526784,4.85044162937768
108,128,117.5728,18.86230016,4.3430749659659345
84,119,100.1264,59.78082304,7.731805936519618
88,120,107.0384,34.216125440000006,5.849455140438296
99,124,108.44,18.467200000000002,4.297348019418488
97,113,104.6352,18.37252096,4.28631787901924
89,111,96.8064,13.448919040000002,3.667276788026778
79,94,87.1904,12.506147840000002,3.5364032349266963
75,90,82.2704,9.432483840000002,3.071234904724808
9,45,39.3936,41.32987904000001,6.428831856566169
37,46,40.7456,1.8120806399999998,1.3461354463797466
37,62,47.3568,40.26469376,6.3454466950719866
48,70,59.6784,22.78777344,4.77365409722992
64,74,69.096,5.494783999999999,2.344095561191992
69,92,77.1792,28.844687360000005,5.37072503112941
72,96,86.1872,40.542556160000004,6.3673036805228636
78,99,87.8432,28.125813760000003,5.30337758037272
87,99,94.168,7.218176000000001,2.6866663358147025
89,104,96.7392,7.4855833600000015,2.7359794151272414
97,111,105.2112,10.78419456,3.283929743462853
101,118,110.496,10.336383999999999,3.2150247277431627
111,131,119.4416,23.41138944,4.8385317442381215
110,131,121.784,22.441344,4.737229570117961
102,153,115.3376,107.92282623999999,10.388591157611314
104,159,140.6672,126.65404416,11.254067893877307
129,147,138.1888,12.770754560000002,3.5736192522427457
114,142,134.2608,38.925583360000005,6.239037053905034
115,138,129.4768,17.631861759999996,4.199031050135257
116,143,126.2816,23.72550144,4.870883024668115
104,126,116.6432,19.14469376,4.375464976433933
79,116,95.1392,76.83982336,8.765832724847082
78,114,97.6096,125.69398784000003,11.211333009058292
95,110,103.4176,13.843210240000003,3.720646481459909
90,109,101.0048,12.510376960000002,3.537001125247206
86,108,94.6672,13.178844159999999,3.6302677807566757
79,92,85.0688,9.667266560000002,3.1092228225072582
77,87,82.9552,3.9819929600000004,1.9954931621030427
8,46,39.2608,43.248783360000004,6.5763807189061065
39,45,42.296,1.1459840000000001,1.0705064222133374
37,47,42.1296,1.8312038399999997,1.353219804761961
36,63,45.1696,25.61923584,5.061544807664949
39,74,57.2416,114.86162944,10.717351792303917
45,83,69.1248,71.14282496,8.434620617431468
62,89,77.9232,18.14450176,4.259636341285486
74,98,83.0944,25.205488639999995,5.020506811069974
77,98,87.9648,27.109160959999997,5.206645845455594
76,98,87.0608,9.042703359999999,3.007108804150591
63,107,88.8352,124.47364096000001,11.156775562858654
61,113,91.8416,255.16370944,15.973844541624912
72,125,105.8608,39.025423360000005,6.2470331646310315
96,121,106.8512,42.34425856,6.5072466189625855
95,119,106.4512,21.185218559999996,4.602740331585087
90,141,107.8752,203.50762496,14.2656098698934
116,140,130.8288,26.090690560000002,5.1079047132850866
119,141,128.7584,28.31762944,5.321431145847892
116,137,124.8976,14.706314239999998,3.83488125500647
109,130,115.632,13.973375999999998,3.738097912040293
97,126,111.8208,29.66388736,5.446456403938252
79,102,93.4992,20.915599359999998,4.573357558730784
72,99,80.5696,23.000355839999997,4.795868622053777
76,99,90.8032,14.174069760000002,3.7648465785473917
84,99,93.7088,7.803202559999999,2.7934213001264236
84,96,91.0432,4.05413376,2.013487958742242
82,96,88.0816,7.902141440000001,2.811074783779329
74,91,80.3264,14.386263039999996,3.79292275692506
8,43,38.1136,39.995095039999995,6.324167537312717
40,45,41.7808,1.9343513600000002,1.3908096059489956
40,47,43.1808,1.58811136,1.260202904297558
40,47,43.5024,1.24839424,1.117315640273598
40,48,44.2416,2.62162944,1.6191446630860382
42,56,45.9824,2.3244902400000003,1.524627902145307
45,73,53.6688,39.61990656,6.29443457031686
55,85,63.4544,33.07672064,5.751236444452618
59,84,67.9024,33.30087424,5.770690967293258
61,84,67.2672,32.33980416,5.686809664477966
63,69,66.3728,2.09942016,1.4489375969999536
62,71,67.12,1.9488000000000003,1.395994269329212
60,107,69.16,120.4032,10.972839195030609
43,106,73.1376,323.08186623999995,17.974478191035196
42,106,83.7568,178.24165376,13.350717350015316
51,112,79.5152,173.29296896000002,13.164078735711056
64,135,117.9264,196.65378304,14.023329955470635
105,128,117.784,24.140544000000002,4.913302758837481
103,125,114.8448,39.30231296,6.269155681589029
100,124,114.3968,31.73694976,5.633555694230776
94,113,105.328,19.391616000000003,4.403591261686307
81,100,89.7584,15.431229440000001,3.928260357970179
61,89,76.8144,48.797552640000006,6.985524507150483
58,94,78.6656,81.56657664,9.031421628957425
81,94,88.3168,5.22763776,2.2864027991585387
84,94,87.6912,4.64544256,2.1553288751371564
81,89,84.3024,3.00135424,1.7324416988747413
75,87,83.1152,5.99952896,2.4493935902586177
38,43,39.5712,0.7569305600000001,0.8700175630411148
38,45,40.5248,3.29258496,1.8145481421003964
37,44,40.1632,2.72856576,1.6518370863980503
39,46,42.2288,2.3236505600000004,1.524352505164078
39,47,43.8272,3.63734016,1.9071812079611103
42,60,50.5552,26.61495296,5.158968206918899
57,69,61.8656,7.8795366399999995,2.807051235727627
64,71,67.5696,1.2787558399999999,1.1308208699878155
66,72,68.5472,1.56937216,1.252745848127225
65,72,68.3616,2.1220454400000004,1.4567242154917315
65,70,68.0912,0.73888256,0.859582782517193
59,71,65.1488,4.43065856,2.1049129578203467
54,94,60.352,24.957696,4.9957678088558115
42,77,55.8208,31.19028736,5.584826529087541
45,65,50.648,12.029696,3.468385215053253
53,123,105.7264,276.84834304,16.63876026150987
101,127,110.808,22.513536000000002,4.744843095403683
101,119,110.1408,12.495375359999999,3.5348798225682296
98,115,104.352,12.138496,3.484034442998519
90,108,99.136,16.213503999999997,4.026599557939677
79,95,86.1472,25.498332159999997,5.0495873257128645
66,86,74.8336,30.56111104,5.528210473561947
56,82,65.4912,40.84832256,6.391269244837053
69,91,81.9088,19.362882560000003,4.400327551444325
72,90,80.2352,22.704680959999997,4.76494291256464
74,88,80.4304,9.08035584,3.0133628789112006
71,89,82.9808,13.129231360000002,3.623428122648496
2,44,38.9984,16.61599744,4.076272493344869
35,44,39.3808,3.2469913599999995,1.8019409979241827
34,40,37.76,1.6416,1.2812493902437574
36,41,38.5968,0.83902976,0.9159856767439106
36,42,38.9008,1.4877593599999996,1.2197374143642556
35,59,41.7376,35.45114624,5.954086515998907
39,67,59.2192,16.02715136,4.003392481383758
60,70,66.48,2.5184,1.5869467539901898
66,71,67.832,1.016576,1.0082539362680416
64,71,67.8048,1.36989696,1.170425973737767
60,69,66.7632,2.2863257599999995,1.512060104625474
57,69,64.3776,6.27661824,2.505317991792659
51,95,59.0224,47.471498239999995,6.88995633077598
47,61,53.8752,10.38762496,3.2229838597175755
43,89,52.9888,108.28307456,10.405915363868765
71,117,104.1856,98.25675264,9.912454420576168
96,114,106.808,12.955136,3.5993243810470874
95,112,101.9584,14.465469439999998,3.8033497656671016
94,106,99.3792,10.72180736,3.274417102325237
82,100,92.6752,17.08970496,4.133969637043794
72,90,79.5312,18.64262656,4.317710800875853
63,82,69.7376,15.265546239999999,3.9071148229863937
45,69,58.9872,31.919836160000006,5.649764257028784
45,81,65.2768,72.55218176,8.517756850251127
63,86,75.1472,34.077532160000004,5.837596436890786
69,86,77.3632,25.127285760000003,5.012712415449345
34,41,38.0096,1.99350784,1.411916371461143
35,41,37.9392,1.9483033600000002,1.395816377608459
33,40,37.5392,2.19406336,1.481237104585218
34,40,36.6976,2.13095424,1.459778832563344
32,40,36.368,2.0853759999999997,1.4440831001019296
34,64,49.5696,68.20035584,8.258350673106586
56,71,62.1088,8.27616256,2.876832035416736
62,70,66.5712,2.16493056,1.4713703000944391
