min,max,mean,variance,std
28,43,34.5548,7.30219696,2.702257752324896
35,58,42.9784,27.896333440000006,5.2816979694034005
49,67,58.2252,11.21768496,3.3492812602109128
38,65,53.7128,37.45831616,6.120319939349576
39,67,46.0072,16.79354816,4.097993186914786
39,74,61.8796,93.27070383999998,9.657675902617564
56,93,71.1412,91.78206255999999,9.580295536151272
55,95,74.882,167.099276,12.926688516398931
48,84,62.8848,62.71152896,7.919061116066727
29,65,47.3072,46.54962816,6.822728791326825
0,51,40.0912,27.306082559999997,5.225522228447603
34,59,46.9956,30.413980640000002,5.514887182889601
35,64,46.4676,40.23215024,6.342881856065112
42,69,58.3836,63.03485104,7.9394490388187515
61,74,65.5136,5.83621504,2.4158259539958586
50,68,60.8344,7.3613766400000005,2.713185699505288
36,63,55.0536,30.22432704,5.497665599142967
26,79,47.3752,97.72802496,9.885748578635813
77,89,82.3552,8.04503296,2.836376730972104
74,98,85.386,13.126604,3.6230655528157367
80,102,91.7172,21.913224160000002,4.6811562845092025
86,117,99.1468,34.80204976,5.899326212373749
82,113,97.9572,47.075368160000004,6.861149186543024
69,107,90.5768,84.56410176,9.195874170517994
82,103,93.1632,20.58296576,4.536845353326472
74,95,85.7628,15.46813616,3.9329551434004433
57,88,73.6308,31.389691359999997,5.602650387093594
76,89,82.9508,5.343579359999999,2.3116183422009784
81,92,86.9228,3.7344401600000006,1.9324699635440652
83,101,89.4584,13.63226944,3.692190330955326
87,120,100.7804,31.812175839999995,5.640228349987258
89,132,113.738,52.277356,7.230308153875601
94,137,114.8088,69.48824256,8.335960806049894
80,113,101.1928,49.248428159999996,7.0177224339524855
91,112,102.3068,14.19027376,3.766997977169619
85,101,91.8956,10.643900639999998,3.2624991402297714
68,93,82.6128,38.111676159999995,6.173465490306072
52,78,68.566,25.956844,5.094785962138155
63,83,74.3668,12.581857760000002,3.5470914507522924
72,89,81.5596,12.49524784,3.534861785133897
74,91,84.0436,19.57129904,4.423946093704126
85,111,95.952,28.079295999999996,5.298990092461015
100,122,111.5692,26.30761136,5.1290945945654
107,137,123.8684,27.667881440000002,5.260026752783678
112,138,124.0216,28.097933440000006,5.300748384898118
83,128,105.992,81.326336,9.018111553978471
99,122,111.8092,22.33679536,4.726181900858239
89,109,99.0688,16.406466560000002,4.050489669163471
78,102,89.8268,21.920001759999998,4.6818801522465305
65,89,78.2904,18.52686784,4.304284823289462
46,76,60.9896,47.30629184,6.877956952467789
62,79,71.7108,12.07596336,3.4750486845510524
73,103,82.628,35.958416,5.996533665377023
84,112,99.6696,38.342035839999994,6.192094624599982
104,129,115.1524,20.990774240000004,4.581568971433258
116,139,127.6244,26.700124640000002,5.167216333771986
117,138,128.536,23.819104,4.880481943415015
85,128,109.2988,99.58471855999998,9.979214325787376
106,132,118.054,18.830284,4.33938751438495
99,118,107.7824,16.12785024,4.015949481753973
75,113,97.8168,43.10083776,6.565122829010893
73,99,86.5076,30.516342239999997,5.524159867346346
51,82,64.4716,67.36359343999999,8.207532725490651
45,83,61.9072,69.44578815999999,8.333413955876667
60,96,77.8124,39.25720624,6.265557137238476
79,109,94.5028,43.51159216,6.596331719978916
99,123,107.6992,23.20471936,4.81712770850016
111,136,120.136,29.247904000000005,5.40813313445592
115,145,132.37,24.7811,4.978061871853342
112,139,129.63,32.7163,5.719816430620829
91,140,113.3272,140.38254016,11.848313810834012
119,145,130.0096,28.33030784,5.322622271023936
102,139,123.5048,54.36917696,7.373545752214466
93,129,110.5548,54.23419696,7.364387072934176
63,113,88.8716,85.14471344,9.227389307924534
49,84,65.188,76.027056,8.71934951702247
57,89,71.2552,58.885272959999995,7.673674019659683
61,106,84.2448,77.88247296,8.825104699662209
74,113,95.9572,66.73456816,8.169122851322534
97,121,108.1112,34.65803456,5.887107486703465
107,130,118.6632,21.025765760000002,4.5853861080611305
111,141,130.166,38.471244,6.202519165629398
116,146,131.3828,33.78266416,5.812285622713323
99,149,121.252,144.008496,12.000353994778655
131,150,142.4916,15.015529440000002,3.874987669657802
125,151,139.5952,29.909736959999996,5.468979517240853
100,137,119.7588,45.24622256,6.7265312427729045
78,117,99.4932,68.37395375999999,8.268854440610259
51,92,71.7704,100.83688384,10.041757009607432
46,65,56.1716,20.461353439999996,4.523422757160776
53,93,67.1816,74.45662143999999,8.628825032413161
63,104,80.08,122.716,11.07772539829364
79,114,93.2052,46.653492959999994,6.830336225984779
98,125,110.6612,51.904814560000005,7.204499605107908
115,141,131.8964,40.57526703999999,6.369871822886234
118,143,133.8252,23.565044959999998,4.85438409687573
109,151,131.0016,150.42159744000003,12.264648280321781
135,154,143.8396,14.309871839999996,3.7828391242557484
118,153,135.4588,39.47710255999999,6.283080658403168
107,139,122.8984,35.71367744,5.9760921545772705
81,119,99.6476,59.90261424,7.739677915779183
54,90,70.7692,84.46713136,9.190600163210235
40,54,46.0656,9.590096639999999,3.0967881167428937
46,66,54.1848,13.68184896,3.69889834410193
57,78,67.3372,27.449896159999998,5.239264849194016
74,100,83.2804,24.46657584,4.946369965944723
88,120,103.0656,53.28929664,7.29995182449857
109,138,124.6576,35.033162239999996,5.918881840347887
101,137,119.7828,66.47162416,8.153013195132214
103,143,129.0,81.0984,9.005465007427434
120,146,133.3564,44.64697903999999,6.681839495228839
106,142,127.5764,41.32256304,6.428262832212137
92,130,113.6764,70.12368304,8.373988478616388
69,108,89.2216,98.15729343999999,9.907436269792504
54,89,71.814,76.593804,8.751788617191346
38,56,45.662,9.986155999999998,3.1600879734589666
48,64,56.8292,9.632027359999999,3.1035507664608932
59,79,68.8236,21.195683040000002,4.60387695752178
74,92,82.7312,18.41654656,4.291450402835853
89,108,97.1948,17.22725296,4.150572606279765
99,123,111.634,27.169644,5.212450863077752
97,128,112.6808,49.84531136,7.060121200092814
119,135,126.2032,13.113109759999999,3.621202805698681
105,205,123.946,267.554284,16.35708665991594
88,126,109.8444,66.61698864,8.161923096917786
86,115,100.5996,50.21687984,7.086386938348766
64,103,82.0184,115.15406144,10.730986042298257
60,89,78.2016,42.163357440000006,6.493331767282495
42,63,52.684,13.181744,3.6306671563226502
55,68,60.0328,4.519724159999999,2.1259642894460855
60,80,70.1004,16.907119840000004,4.111826825147188
73,90,81.9636,9.12227504,3.0203104211322387
85,99,92.3964,7.844867039999999,2.800868979441916
84,117,99.6,27.7376,5.266649789002493
92,135,114.854,140.42148400000002,11.849957130724146
108,131,122.1352,11.905720959999996,3.450466774220554
99,122,113.1712,16.14509056,4.0180953896093605
90,109,102.1584,12.434909439999997,3.526316695930755
66,103,88.83,43.8563,6.622408927271103
63,91,77.082,62.050476,7.877212451114925
75,88,80.8292,8.756827359999999,2.9591937009935663
6,62,54.9632,7.3138457599999995,2.704412276262626
54,66,59.286,7.097003999999999,2.664020270193153
61,76,67.7316,8.78596144,2.9641122515856244
66,88,75.7784,16.370893439999996,4.046096073995277
70,92,81.0264,25.18170304,5.018137407445117
78,120,95.578,127.46871599999999,11.290204426847195
109,126,119.088,12.168256000000003,3.488302739155534
94,122,111.0272,35.451260160000004,5.954096082530077
94,119,106.0996,20.81127984,4.561938167051369
79,105,94.3464,19.474407039999996,4.412981649633272
58,96,76.8732,80.66512175999999,8.981376384496977
63,89,81.79,12.6467,3.556219903211836
46,62,56.1844,5.48319664,2.341622651069126
54,70,60.6664,11.84231104,3.441265906610531
55,72,64.0736,11.252183039999998,3.3544273788532073
56,90,68.1276,43.67291824000001,6.608548875509661
76,110,94.4672,47.85852416000001,6.917985556504148
95,121,105.4352,33.25300096,5.76654150769766
88,117,102.5932,27.11011376,5.206737343096923
81,108,94.2544,25.69288064,5.068814520181222
59,97,78.2492,113.54309936000001,10.65566043753272
58,89,75.214,59.339404,7.703207383940796
43,64,53.6092,15.82367536,3.9778983596869337
45,90,68.496,120.38358400000001,10.971945315211885
79,98,87.3688,14.75998656,3.8418727933131778
74,99,89.4996,26.977199839999997,5.193958012922322
65,96,81.4308,48.57241135999999,6.969391032220821
60,88,73.3472,47.503452159999995,6.892274817504014
60,86,75.4144,23.33387264,4.830514738617407
112,135,122.2812,27.668526560000004,5.2600880753082455
99,147,131.1144,68.29491263999999,8.26407361051437
117,149,138.578,33.107116000000005,5.753878344212711
116,148,132.9892,51.052283360000004,7.145088058239731
110,138,124.1764,34.69568304,5.890304155134945
98,144,120.826,70.997324,8.425990980294246
89,136,115.0452,59.680756960000004,7.725332158554738
101,135,118.1896,54.23045183999999,7.364132796195354
104,132,119.882,18.095276000000002,4.25385425232224
111,130,119.2556,8.316668640000001,2.8838634919149695
117,135,122.9316,8.52852144,2.9203632376812307
102,144,125.9036,88.19270704,9.391097222369705
110,146,128.106,58.117964,7.623513887965313
105,135,117.9748,16.27656496,4.0344225063818
96,126,114.3828,39.07066416,6.2506530986769695
72,136,104.9636,119.12227503999998,10.914315142967055
73,132,103.2036,149.58374704,12.230443452303764
83,118,100.7612,36.558574560000004,6.046368708572113
79,160,109.888,119.052256,10.911107001583295
103,132,115.5072,20.15874816,4.4898494585008075
112,128,118.8288,6.633090559999999,2.575478705017768
116,130,122.4968,9.34358976,3.0567286042434323
106,134,121.7696,24.77571584,4.977521053697312
94,118,106.3676,32.55327024,5.705547321686151
91,131,107.3804,49.58609583999999,7.041739546447312
99,121,110.2332,11.855617759999998,3.44319876858714
73,131,107.5768,98.62490175999999,9.931007086897077
61,120,93.7668,148.09241776000002,12.169322814355777
64,146,101.3796,153.06910384,12.372109918684039
75,140,103.306,190.529964,13.803259180353024
67,162,108.3372,184.26029616,13.574251219128074
102,131,116.2012,23.49831856,4.847506427019979
0,141,120.4556,77.68642864,8.813990506008048
17,133,120.7956,236.46422064,15.377393167894226
119,138,128.2192,14.027151360000001,3.745283882431344
114,143,127.2272,44.88198016,6.699401477744113
108,151,119.6732,32.996801760000004,5.744284268731833
99,123,111.3704,25.028403840000003,5.00283957767986
100,121,107.2716,13.241033439999999,3.638823084460139
105,123,115.9224,9.64277824,3.105282312447614
51,115,85.2076,380.61650224,19.509395229991114
53,103,73.7452,207.82907696000004,14.41627819376416
75,112,97.8396,18.64587184,4.318086594777831
65,125,97.068,180.999376,13.45360085627636
93,118,102.1644,20.950172640000005,4.577135855532366
97,128,110.7424,49.41924224,7.029882092894589
112,132,122.7972,8.72327216,2.9535186066791588
16,144,125.144,275.74246400000004,16.6054949941277
126,150,137.5968,24.08542976,4.907690878610836
117,159,141.1312,74.65958656,8.640577906598608
110,159,129.218,80.027276,8.94579655480718
88,129,107.5508,130.78021936,11.435917950037942
86,117,99.9856,49.07659264,7.005468766613695
96,126,114.068,38.796975999999994,6.228721859258125
40,126,76.7864,756.14877504,27.498159484590964
45,105,82.912,376.429856,19.401800328835467
72,131,100.8012,124.45447856000003,11.155916751213233
75,137,111.0244,82.67260464,9.092447670457059
96,136,113.962,46.83655600000001,6.843723840132652
104,127,115.162,13.347756,3.6534580878942626
100,127,117.802,22.705996000000003,4.765080901726644
15,139,120.6308,277.12649136,16.647116607989506
125,150,139.6856,24.497152639999996,4.9494598331535125
131,169,154.5848,50.970008959999994,7.139328326950652
114,161,136.8852,84.39602096,9.186730700309006
88,137,120.1976,57.91375423999999,7.610108687791521
69,120,89.6472,117.79873216000001,10.853512434230682
65,126,98.886,192.329804,13.868302131119007
44,119,89.6788,356.85403056,18.890580471758934
59,134,96.2152,50.67048896,7.118320655885066
86,144,114.0408,91.75913536,9.579098880374918
110,129,117.968,10.616576,3.2583087637607338
89,137,113.2972,89.39847216000001,9.45507652851102
91,155,109.1824,89.78673024,9.47558601037424
102,126,112.782,26.094476,5.108275247086828
15,137,123.7696,294.38371584,17.157613932012808
124,156,137.8728,31.694220160000004,5.6297619985217855
138,164,152.8212,26.45963056,5.143892549422081
114,168,140.4864,158.52901504000002,12.59083059372971
77,165,115.6912,122.86784256,11.084576787590946
62,116,89.2888,154.12539455999996,12.414724908752508
50,136,70.8264,146.56666304,12.106471948507542
55,140,82.974,302.034124,17.379128977022987
42,128,73.324,126.134224,11.230949381063027
62,143,106.3512,409.79985855999996,20.24351398744793
88,146,112.5268,95.71008176,9.783152955974877
73,174,122.08,427.392,20.673461248663706
65,163,119.0012,397.69879856,19.94238698250538
97,144,116.5364,46.38547504,6.810688294144726
14,136,120.0852,252.25634096,15.882579795486626
121,145,133.9412,17.87934256,4.228397162046158
122,167,148.4248,75.10514495999999,8.666322458805695
143,170,155.3644,41.954012639999995,6.47719172481408
91,164,143.5456,97.22872064000002,9.860462496252396
60,141,119.8696,254.29179584,15.946529272540781
70,150,117.6268,262.90192176,16.21425057657615
96,147,125.7168,122.68939775999999,11.07652462462843
59,144,102.29,415.29869999999994,20.378878771904994
63,146,115.5828,353.15994415999995,18.792550230343938
71,145,110.94,278.874,16.699520951212943
66,137,108.2132,287.16134576,16.945835646553405
77,134,113.8708,110.65970736,10.519491782400896
105,130,118.4984,18.960397439999998,4.3543538487357685
17,133,120.9472,233.54201216,15.282081407975813
118,152,134.0612,34.23025456,5.850662745364836
131,164,149.0796,39.32366384,6.270858301700016
138,169,156.1108,24.996923359999997,4.999692326533704
120,161,139.72,116.8648,10.810402397690847
108,143,118.9744,36.00254464,6.000212049586248
102,151,135.9132,121.59926576000001,11.027205709516805
87,146,113.9268,218.44384175999997,14.779845796218577
85,159,123.14,293.894,17.14333689804876
116,145,132.5036,36.20198704,6.0168087089419755
116,146,126.3292,23.780027360000002,4.876476941399395
96,129,116.6212,23.492910560000002,4.846948582355707
83,129,107.3264,56.964663040000005,7.547493825105126
102,123,109.4088,16.67528256,4.08353799541525
111,140,129.8868,35.76598576,5.980467018552982
116,152,136.9772,32.207080160000004,5.675128206481331
121,163,145.366,95.490444,9.771921203120705
122,155,141.0204,39.19198383999999,6.26035013717284
115,154,134.3668,87.08505775999998,9.331937513721359
99,153,123.3596,186.30868784000003,13.649494050696532
104,156,121.7772,105.72356016000002,10.282196271225327
100,161,130.202,322.40359600000005,17.955600686136904
113,143,126.1032,32.48454976,5.699521888720141
111,134,122.4524,26.45013424,5.142969399092318
104,129,119.0088,22.88712256,4.784048762293295
108,125,114.6052,13.937332959999999,3.733273759048484
107,121,114.9372,8.29165616,2.879523599486554
102,135,117.1204,48.13470384,6.937917831741739
109,137,126.1232,24.185621760000004,4.917887936909502
116,142,131.2292,25.668667359999997,5.066425501277997
122,149,138.0368,35.350645760000006,5.945640904057359
127,149,137.5112,15.108274560000002,3.886936397730223
102,143,124.2064,85.13179904,9.226689495154803
105,154,130.6812,81.83556655999999,9.046301264052618
100,162,131.1592,195.92025535999997,13.997151687396974
105,136,122.0592,22.37889536,4.7306337165331245
98,133,120.1028,38.127432160000005,6.174741465033172
104,133,120.5284,19.39879344,4.404406139310951
110,133,122.4896,15.26509184,3.9070566722278293
100,133,117.388,17.843056,4.224104165382289
113,135,122.3476,19.18997424,4.380636282550744
118,140,128.5504,16.50025984,4.0620511862850766
126,142,136.4052,9.07541296,3.0125426071675734
114,143,130.262,36.54455600000001,6.0452093429425595
117,144,133.3876,13.718966239999997,3.70391228837833
113,143,133.7432,26.784453760000005,5.175369915281419
114,133,122.9252,9.203604960000002,3.0337443794756345
112,133,124.1992,12.04991936,3.471299376314293
107,129,120.5612,12.513454560000001,3.537436156314344
3,129,118.3636,55.360995040000006,7.440496961897102
111,134,123.5224,18.373498239999996,4.286431877447721
112,139,124.7308,34.61913136,5.883802457594918
113,138,127.9048,26.252536959999997,5.123722958943038
119,142,130.4628,23.46141616,4.84369860334022
118,141,128.6104,27.67221184,5.260438369565791
112,130,120.452,7.565295999999999,2.7505083166571227
114,130,122.5416,9.12826944,3.0213026064927693
74,107,91.9692,40.990651359999994,6.402394189676233
64,104,92.0244,22.30700464,4.723029180515403
60,104,89.7304,23.630515839999997,4.86112289908412
65,100,87.686,36.145804,6.012138055633786
60,102,85.7816,40.75710144000001,6.384128870879723
64,96,84.2992,15.719279359999998,3.9647546405799186
74,96,86.65,15.5163,3.939073495125472
76,102,91.9624,22.54818624,4.748493049378929
75,105,93.3436,18.745539040000004,4.329611880988873
81,116,95.7496,43.43489984,6.590515900898806
80,113,97.8044,31.387740639999997,5.602476295353689
82,115,97.3092,36.535995359999994,6.04450124989647
75,98,88.7048,22.36485696,4.729149707928477
69,93,81.4032,17.10062976,4.135290770913214
67,85,77.9332,9.57353776,3.094113404515096
75,95,83.5352,13.167160960000002,3.6286582864744927
78,98,87.3664,18.15135104,4.260440240162981
82,104,92.5624,19.920506239999998,4.463239433416047
81,112,93.1764,21.942083040000004,4.684237722404789
81,119,102.3136,58.96645503999999,7.678961846499824
90,130,111.1268,59.63072176,7.7220930944919335
85,126,103.7592,78.25321535999998,8.846084747502704
79,106,91.3228,31.306600159999995,5.595230125741031
75,97,85.746,26.605483999999997,5.158050406888246
69,95,79.9632,11.87304576,3.4457286254143695
65,86,76.2896,8.219331839999999,2.866937711217319
71,90,79.514,9.095404,3.0158587500080305
73,97,85.1552,31.018312960000003,5.569408672381656
74,100,90.1964,21.00742704,4.58338597981885
86,104,97.1288,11.101010559999999,3.331817906188752
82,126,95.8844,58.08463663999999,7.621327747840267
97,132,119.1712,44.143490560000004,6.644056784826572
98,133,118.7632,74.80152576,8.648787531209216
89,125,103.478,60.76471599999999,7.7951726087367685
90,122,104.3364,41.24083504000001,6.421902758528815
75,105,90.4112,49.72371456,7.051504418207507
71,90,80.12,13.2408,3.6387910080135133
69,93,79.5052,14.521972960000003,3.8107706517186264
5,89,76.666,11.682443999999997,3.4179590401290647
73,94,82.2812,11.95172656,3.457126922749583
71,107,84.2252,36.22728496,6.018910612394904
77,104,88.0596,24.626447839999997,4.962504190426442
81,112,97.1796,19.931343839999997,4.464453364074934
94,114,104.4104,16.209171839999996,4.026061579260803
46,113,90.3708,230.45970735999998,15.18089942526463
93,132,119.9148,34.26434096,5.853575058030776
76,134,110.176,105.38662399999997,10.265798751193206
93,149,121.5344,100.70001664,10.034939792544845
81,125,103.3164,93.00189103999999,9.643748806351189
79,102,91.2916,11.443369440000001,3.382804966296461
79,98,87.5156,13.57455664,3.6843665181412124
75,95,84.6228,11.653320159999998,3.4136959677159298
73,92,81.174,9.117323999999998,3.0194906855295973
79,93,85.3504,6.47401984,2.5444095267861266
77,107,90.9588,35.39230255999999,5.9491430105520235
78,108,96.5992,27.958559359999995,5.287585399783156
74,120,93.4432,72.90037376,8.538171570072834
90,120,110.6064,24.350679039999996,4.934640720457772
48,118,94.3736,381.12362304,19.52238773920854
57,121,100.114,233.683404,15.286706774187827
73,142,119.0108,266.95948336,16.338894802280844
67,137,110.8388,209.62161455999998,14.478315321887418
82,115,97.398,31.257195999999997,5.590813536507902
85,111,99.6828,19.192584160000003,4.380934165220929
84,106,95.476,14.692623999999999,3.8330958767033207
79,99,90.9588,19.780302559999996,4.447505206292624
75,96,83.4152,15.83480896,3.979297546050056
73,96,85.802,12.974796000000001,3.602054413803323
77,111,95.476,42.631024000000004,6.529243754065244
81,120,102.3388,50.592014559999996,7.112806377232547
69,121,101.4164,84.71341103999998,9.203988865703826
47,122,89.4512,302.87881855999996,17.403413991513272
52,121,102.4192,182.83387136,13.521607573066154
41,122,77.008,488.59993599999996,22.104296776871234
52,134,98.6408,433.31097536000004,20.8161229665853
63,133,102.3904,288.24998783999996,16.9779264882376
94,146,117.7944,197.89932864000002,14.06766962364414
89,137,110.798,139.737996,11.821082691530417
82,122,99.3796,68.68990384,8.287937248797194
82,106,94.0604,25.88875184,5.088099039916578
77,100,85.5904,16.10982784,4.013705001616337
73,97,84.65,18.1147,4.256136745923467
81,105,93.5672,20.82388416,4.563319423402223
80,119,97.4208,48.39732736,6.956818767223996
76,147,113.1728,291.05174015999995,17.060238572775
92,145,113.628,131.55281599999998,11.469647597027555
36,104,63.2292,447.67106735999994,21.158238758460023
40,125,80.9168,725.94747776,26.943412511409907
49,130,90.6476,686.9338142400001,26.20942224162906
76,135,107.4692,201.34105135999997,14.189469734983051
75,140,112.476,178.088624,13.344984975637852
106,134,119.7488,26.49449856,5.147280695668345
96,126,110.6048,40.00781696,6.325173275096897
92,115,100.634,21.091244000000003,4.592520440890819
77,103,89.0104,23.405491840000003,4.837922264774415
73,94,82.8184,9.031021440000002,3.005165792431426
80,116,90.874,28.460524,5.33484057868649
86,124,107.9088,60.51088256,7.778874119048334
89,139,112.0036,117.77318704000004,10.852335556920456
82,119,102.6012,43.590158560000006,6.602284344073649
42,120,101.2376,220.12754624000002,14.83669593406834
49,153,111.5032,437.29078976000005,20.911498984051814
108,150,134.8972,65.60583216,8.099742721839997
86,144,117.5568,170.20917376,13.04642379198223
101,139,122.4968,57.72198976,7.597498914774519
94,124,110.1936,32.221719039999996,5.676417799986185
91,125,105.03,41.5755,6.4479066370412035
89,105,96.8048,8.297896959999997,2.880607047134336
78,98,89.0952,16.289336959999996,4.03600507432783
74,89,82.066,9.562444000000001,3.0923201645366545
74,108,91.7796,28.039023840000002,5.29518874451138
74,105,90.5164,43.340131039999996,6.5833221886825495
81,104,92.8248,17.73330496,4.211093083749159
86,130,103.6976,62.04055423999999,7.876582649855202
101,136,117.4524,46.62853424000001,6.828508932409769
98,155,120.3992,183.27423936,13.537881642265898
123,159,141.8428,39.65248816000001,6.297022166071834
