min,max,mean,variance,std
65,92,77.7588,26.53742256,5.151448588504014
73,111,92.3364,50.00643504,7.071522823267984
66,113,92.0872,46.19799616,6.796910780641452
62,113,86.8708,107.65570735999998,10.375726835263155
58,114,83.9976,95.38559424,9.76655488081647
58,156,79.6964,267.90502704,16.36780458827634
55,91,73.6984,30.660237440000003,5.53716872056469
58,92,77.1872,37.36975616,6.113080742146304
34,90,74.3928,36.94970816,6.078627160798727
66,93,80.8784,23.39321344,4.836653123803691
65,90,79.2896,25.638531840000002,5.0634505863096955
64,97,82.6132,35.91238576,5.992694365642219
86,115,98.9328,27.592284160000005,5.252835820773385
59,120,91.7344,149.69265664000002,12.234895040007496
62,102,82.0116,52.59786544,7.252438585744797
60,129,75.1264,55.14722304,7.426117629017197
53,99,80.7172,88.24682416,9.393978079599718
68,94,85.7868,32.75894576,5.723543112443551
52,88,76.2316,33.57236144,5.794166155712141
52,86,70.804,52.170384,7.222906894042038
68,103,83.1196,37.88929584,6.155428160575022
67,106,81.6072,32.52410815999999,5.702991159032249
64,108,83.8328,35.53444416,5.961077432813635
65,98,86.876,41.466224,6.4394273037281815
66,121,96.6488,96.91665855999999,9.844625872017685
77,128,107.1212,61.41051056,7.836485855279776
48,113,81.9952,272.95677696,16.52140360138932
51,113,75.462,153.77335599999998,12.40053853669267
58,114,96.8848,80.38432896,8.965730810145931
73,101,89.4704,26.041923840000003,5.103128828473763
68,97,85.3884,31.18474544,5.584330348394515
64,86,78.078,16.435916,4.054123333101745
79,118,102.4256,56.88366464,7.542126002659993
82,120,104.4972,37.10599216,6.091468801528905
84,124,106.8256,58.75998463999999,7.665506156803998
62,134,109.656,270.55846399999996,16.448661465298628
55,157,113.264,525.385504,22.92128931801176
53,160,114.9308,894.24361136,29.903906289312772
33,157,87.8416,916.17010944,30.268302057432955
38,115,88.4028,241.53735216,15.541472007503023
89,121,107.5016,40.38759744,6.355123715554246
77,116,102.1124,50.826966240000004,7.129303348855343
57,99,79.9524,75.79493424,8.706028614701424
56,93,75.9612,43.20769456,6.573256009011059
51,85,64.7712,57.29485056,7.569336203393267
81,121,103.79,57.8123,7.603440010942416
92,125,107.7368,38.69712576,6.220701388107293
98,126,115.1716,31.94775344,5.652234375890653
99,132,119.4056,50.76988864,7.125299196525013
109,157,138.3984,105.18047744,10.255753382370308
140,172,157.3852,42.120020960000005,6.489993910628884
82,172,150.796,131.839184,11.482124542087147
56,147,110.696,293.029984,17.118118588209395
94,127,116.8544,23.890800639999995,4.887821666141267
20,123,88.236,430.977104,20.759988053946465
59,91,79.1384,31.312845440000004,5.5957881875567805
67,89,77.0504,21.76785984,4.665603909463383
42,77,63.27,63.0083,7.937776766828354
80,121,103.422,55.59431599999999,7.456159601296099
94,126,110.2752,28.54106496,5.342383827468782
